sitzungen_mai;alte_url;befund;uebernehmen;vorschlag_1;score_1;vorschlag_2;score_2;vorschlag_3;score_3
5;https://www.finanzleser.de/krankengeld-rechner;Weiterleitung fehlt (404);https://www.finanzleser.de/finanztools/rechner/krankengeld;https://www.finanzleser.de/versicherungen/krankenversicherung/krankengeld;0.617;https://www.finanzleser.de/finanztools/rechner/krankengeld;0.617;https://www.finanzleser.de/finanztools/checklisten/krankengeld;0.617
5;https://www.finanzleser.de/newsletter;Weiterleitung fehlt (404);https://www.finanzleser.de/;https://www.finanzleser.de/steuern/steuererklaerung/elster;0.312;https://www.finanzleser.de/finanztools/checklisten/elster;0.312;https://www.finanzleser.de/finanztools/rechner/rentenschaetzer;0.28
5;https://www.finanzleser.de/page/13;Weiterleitung fehlt (404);410;https://www.finanzleser.de/finanztools/rechner/alg1;0.167;https://www.finanzleser.de/dokumente/avb-ppv-2015;0.071;https://www.finanzleser.de/dokumente/anlage-34b-2024;0.059
5;https://www.finanzleser.de/ratgeber/ratgeber-versicherungen/ratgeber-tierversicherungen;Weiterleitung fehlt (404);https://www.finanzleser.de/versicherungen/tierversicherungen;https://www.finanzleser.de/versicherungen/tierversicherungen/tierversicherungen;0.65;https://www.finanzleser.de/versicherungen/tierversicherungen;0.65;https://www.finanzleser.de/finanztools/checklisten/tierversicherungen;0.65
5;https://www.finanzleser.de/versicherungen-vermieter-verwalter;Weiterleitung fehlt (404);https://www.finanzleser.de/versicherungen/sachversicherungen;https://www.finanzleser.de/versicherungen;0.458;https://www.finanzleser.de/versicherungskammer-bayern-versicherung-kontakt;0.296;https://www.finanzleser.de/finanztools/vergleiche/kfz-versicherung-vergleich;0.283
4;https://www.finanzleser.de/AGB;Weiterleitung fehlt (404);https://www.finanzleser.de/agb;https://www.finanzleser.de/finanztools/rechner/alg1;0.286;https://www.finanzleser.de/finanztools/rechner/bafoeg;0.222;https://www.finanzleser.de/finanztools/checklisten/bafoeg;0.222
4;https://www.finanzleser.de/bgv-haftpflichtversicherung;Weiterleitung fehlt (404);https://www.finanzleser.de/bgv-versicherung-kontakt;https://www.finanzleser.de/dokumente/gdv-haftpflichtversicherung;0.648;https://www.finanzleser.de/versicherungen/sachversicherungen/private-haftpflichtversicherung;0.598;https://www.finanzleser.de/finanztools/checklisten/private-haftpflichtversicherung;0.598
4;https://www.finanzleser.de/checklisten;leitet auf Uebersichtsseite;https://www.finanzleser.de/finanztools/checklisten (korrekt so);https://www.finanzleser.de/finanztools/checklisten;1.0;https://www.finanzleser.de/finanztools/rechner/heizkosten;0.333;https://www.finanzleser.de/finanztools/rechner/scheidungskosten;0.296
4;https://www.finanzleser.de/page/10;Weiterleitung fehlt (404);410;https://www.finanzleser.de/finanztools/rechner/alg1;0.167;https://www.finanzleser.de/dokumente/mb-st-2009;0.083;https://www.finanzleser.de/dokumente/mb-pv-2009;0.083
4;https://www.finanzleser.de/page/16;Weiterleitung fehlt (404);410;https://www.finanzleser.de/finanztools/rechner/alg1;0.167;https://www.finanzleser.de/dokumente/rente-mit-67;0.071;https://www.finanzleser.de/dokumente/avb-ppv-2015;0.071
4;https://www.finanzleser.de/page/17;Weiterleitung fehlt (404);410;https://www.finanzleser.de/finanztools/rechner/alg1;0.167;https://www.finanzleser.de/dokumente/rente-mit-67;0.071;https://www.finanzleser.de/dokumente/avb-ppv-2015;0.071
4;https://www.finanzleser.de/page/2;Weiterleitung fehlt (404);410;https://www.finanzleser.de/dokumente/infoblatt-wichtige-daten-der-sozialversicherung-pst2000-2;0.101;https://www.finanzleser.de/dokumente/mb-st-2009;0.091;https://www.finanzleser.de/dokumente/mb-pv-2009;0.091
4;https://www.finanzleser.de/page/7;Weiterleitung fehlt (404);410;https://www.finanzleser.de/dokumente/rente-mit-67;0.077;https://www.finanzleser.de/lv1871-lebensversicherung-kontakt;0.029;https://www.finanzleser.de/zurich-versicherung-kontakt;0.0
4;https://www.finanzleser.de/ruv-versicherung-kuendigen;Weiterleitung fehlt (404);https://www.finanzleser.de/anbieter;https://www.finanzleser.de/rv-versicherung-kontakt;0.467;https://www.finanzleser.de/nv-versicherung-kontakt;0.447;https://www.finanzleser.de/wgv-versicherung-kontakt;0.44
4;https://www.finanzleser.de/teilzeitrechner;Weiterleitung fehlt (404);https://www.finanzleser.de/finanztools/rechner/teilzeit;https://www.finanzleser.de/finanztools/rechner/teilzeit;0.348;https://www.finanzleser.de/finanztools/rechner;0.318;https://www.finanzleser.de/finanztools/vergleiche/rentenlueckenrechner;0.314
4;https://www.finanzleser.de/vhv-haftpflichtversicherung;Weiterleitung fehlt (404);https://www.finanzleser.de/vhv-versicherung-kontakt;https://www.finanzleser.de/dokumente/gdv-haftpflichtversicherung;0.63;https://www.finanzleser.de/versicherungen/sachversicherungen/private-haftpflichtversicherung;0.598;https://www.finanzleser.de/finanztools/checklisten/private-haftpflichtversicherung;0.598
3;https://www.finanzleser.de/anbieter/versicherungen-kontakt;Weiterleitung fehlt (404);https://www.finanzleser.de/anbieter;https://www.finanzleser.de/versicherungen;0.639;https://www.finanzleser.de/rv-versicherung-kontakt;0.569;https://www.finanzleser.de/nv-versicherung-kontakt;0.569
3;https://www.finanzleser.de/checkliste-laufende-kosten-eines-e-bikes;leitet auf Uebersichtsseite;https://www.finanzleser.de/finanztools/checklisten/e-bike-versicherung;https://www.finanzleser.de/dokumente/riesterrente-checkliste;0.23;https://www.finanzleser.de/dokumente/bu-vergleich-checkliste;0.221;https://www.finanzleser.de/finanztools/checklisten;0.216
3;https://www.finanzleser.de/mutterschaftsgeldrechner;leitet auf Uebersichtsseite;https://www.finanzleser.de/finanztools/rechner/mutterschutz;https://www.finanzleser.de/recht/ehe-familie/mutterschaftsgeld;0.415;https://www.finanzleser.de/finanztools/checklisten/mutterschaftsgeld;0.415;https://www.finanzleser.de/recht/ehe-familie/erbschaftsteuer;0.308
3;https://www.finanzleser.de/page/14;Weiterleitung fehlt (404);410;https://www.finanzleser.de/finanztools/rechner/alg1;0.167;https://www.finanzleser.de/dokumente/hauptvordruck-est1c-2024;0.077;https://www.finanzleser.de/dokumente/hauptvordruck-est1a-2024;0.077
3;https://www.finanzleser.de/page/9;Weiterleitung fehlt (404);410;https://www.finanzleser.de/dokumente/mb-st-2009;0.091;https://www.finanzleser.de/dokumente/mb-pv-2009;0.091;https://www.finanzleser.de/dokumente/mb-kt-2009;0.091
3;https://www.finanzleser.de/rentenbesteuerungsrechner;leitet auf Uebersichtsseite;https://www.finanzleser.de/finanztools/rechner/rentenbesteuerung;https://www.finanzleser.de/versicherungen/altersvorsorge/rentenbesteuerung;0.405;https://www.finanzleser.de/finanztools/rechner/rentenbesteuerung;0.405;https://www.finanzleser.de/finanztools/checklisten/rentenbesteuerung;0.405
3;https://www.finanzleser.de/rentenlueckenrechner;leitet auf Uebersichtsseite;https://www.finanzleser.de/finanztools/vergleiche/rentenlueckenrechner;https://www.finanzleser.de/finanztools/vergleiche/rentenlueckenrechner;1.0;https://www.finanzleser.de/versicherungen/rentenversicherung;0.316;https://www.finanzleser.de/versicherungen/altersvorsorge/rentenversicherung;0.316
3;https://www.finanzleser.de/versicherungskammer-bayern-haftpflichtversicherung-kuendigen;Weiterleitung fehlt (404);https://www.finanzleser.de/versicherungskammer-bayern-versicherung-kontakt;https://www.finanzleser.de/versicherungskammer-bayern-versicherung-kontakt;0.559;https://www.finanzleser.de/finanztools/vergleiche/bauherren-haftpflichtversicherung-vergleich;0.394;https://www.finanzleser.de/dokumente/gdv-haftpflichtversicherung;0.387
2;https://www.finanzleser.de/Widerrufsrecht;Weiterleitung fehlt (404);https://www.finanzleser.de/widerrufsrecht;https://www.finanzleser.de/recht/ehe-familie/erbrecht;0.318;https://www.finanzleser.de/finanztools/checklisten/erbrecht;0.318;https://www.finanzleser.de/recht/mietrecht;0.304
2;https://www.finanzleser.de/basler-hausratversicherung;Weiterleitung fehlt (404);https://www.finanzleser.de/basler-versicherung-kontakt;https://www.finanzleser.de/versicherungen/sachversicherungen/hausratversicherung;0.672;https://www.finanzleser.de/finanztools/checklisten/hausratversicherung;0.672;https://www.finanzleser.de/finanztools/vergleiche/hausratversicherung-vergleich;0.512
2;https://www.finanzleser.de/hochwasserschutz-kann-fuer-europa-kostspielig-werden;Weiterleitung fehlt (404);410;https://www.finanzleser.de/steuern/steuerarten/steuern-fuer-selbststaendige;0.225;https://www.finanzleser.de/finanztools/checklisten/steuern-fuer-selbststaendige;0.225;https://www.finanzleser.de/finanztools/checklisten/steuern-fuer-selbstaendige;0.218
2;https://www.finanzleser.de/mietkaution-rechner;leitet auf Uebersichtsseite;https://www.finanzleser.de/finanztools/vergleiche/mietkaution-rechner;https://www.finanzleser.de/finanztools/vergleiche/mietkaution-rechner;1.0;https://www.finanzleser.de/finanztools/rechner;0.519;https://www.finanzleser.de/recht/mietrecht;0.286
2;https://www.finanzleser.de/page/12;Weiterleitung fehlt (404);410;https://www.finanzleser.de/finanztools/rechner/alg1;0.167;https://www.finanzleser.de/dokumente/mb-st-2009;0.083;https://www.finanzleser.de/dokumente/mb-pv-2009;0.083
2;https://www.finanzleser.de/page/15;Weiterleitung fehlt (404);410;https://www.finanzleser.de/finanztools/rechner/alg1;0.167;https://www.finanzleser.de/dokumente/avb-ppv-2015;0.143;https://www.finanzleser.de/dokumente/elterngeld-ab-09-2021;0.043
2;https://www.finanzleser.de/page/19;Weiterleitung fehlt (404);410;https://www.finanzleser.de/finanztools/rechner/alg1;0.167;https://www.finanzleser.de/dokumente/mb-st-2009;0.083;https://www.finanzleser.de/dokumente/mb-pv-2009;0.083
2;https://www.finanzleser.de/page/3;Weiterleitung fehlt (404);410;https://www.finanzleser.de/dokumente/anlage-34b-2024;0.062;https://www.finanzleser.de/dokumente/pfaendungstabelle-2023-2024;0.036;https://www.finanzleser.de/zurich-versicherung-kontakt;0.0
2;https://www.finanzleser.de/page/5;Weiterleitung fehlt (404);410;https://www.finanzleser.de/dokumente/avb-ppv-2015;0.077;https://www.finanzleser.de/dokumente/kinderauszahlungstermine-2025;0.033;https://www.finanzleser.de/zurich-versicherung-kontakt;0.0
2;https://www.finanzleser.de/page/6;Weiterleitung fehlt (404);410;https://www.finanzleser.de/dokumente/rente-mit-67;0.077;https://www.finanzleser.de/dokumente/steuerfreibetrag-2026;0.045;https://www.finanzleser.de/dokumente/duesseldorfer-tabelle-2026;0.037
2;https://www.finanzleser.de/page/8;Weiterleitung fehlt (404);410;https://www.finanzleser.de/lv1871-lebensversicherung-kontakt;0.029;https://www.finanzleser.de/zurich-versicherung-kontakt;0.0;https://www.finanzleser.de/zurich-lebensversicherung-kontakt;0.0
2;https://www.finanzleser.de/prozesskostenrechner;Weiterleitung fehlt (404);https://www.finanzleser.de/finanztools/rechner/gerichtskosten;https://www.finanzleser.de/finanztools/vergleiche/rentenlueckenrechner;0.3;https://www.finanzleser.de/finanztools/checklisten/reisekosten;0.29;https://www.finanzleser.de/versicherungen/altersvorsorge/riester-rente;0.273
2;https://www.finanzleser.de/steuern-deutschland;Weiterleitung fehlt (404);https://www.finanzleser.de/steuern;https://www.finanzleser.de/steuern;0.519;https://www.finanzleser.de/steuern/steuerarten/steuern-fuer-selbststaendige;0.465;https://www.finanzleser.de/finanztools/checklisten/steuern-fuer-selbststaendige;0.465
2;https://www.finanzleser.de/zinsrechner;leitet auf Uebersichtsseite;https://www.finanzleser.de/finanztools/rechner/zinseszins;https://www.finanzleser.de/finanztools/rechner;0.389;https://www.finanzleser.de/finanztools/vergleiche/mietkaution-rechner;0.3;https://www.finanzleser.de/finanztools/rechner/haushaltsrechner;0.296
1;https://www.finanzleser.de/Erstinformationen;Weiterleitung fehlt (404);https://www.finanzleser.de/erstinformationen;https://www.finanzleser.de/versicherungen/altersvorsorge/renteninformation;0.382;https://www.finanzleser.de/finanztools/checklisten/renteninformation;0.382;https://www.finanzleser.de/dokumente/die-renteninformation;0.368
1;https://www.finanzleser.de/about;Weiterleitung fehlt (404);https://www.finanzleser.de/impressum;https://www.finanzleser.de/finanztools/rechner/annuitaet;0.214;https://www.finanzleser.de/finanztools/rechner/abfindung;0.214;https://www.finanzleser.de/dokumente;0.214
1;https://www.finanzleser.de/aenderungen-2019;Weiterleitung fehlt (404);410;https://www.finanzleser.de/dokumente/anlage-sonderausgaben-2024;0.31;https://www.finanzleser.de/finanztools/checklisten/abfindungen;0.296;https://www.finanzleser.de/recht/mietrecht/pfaendung;0.28
1;https://www.finanzleser.de/ampel-kabinett-nach-73-tagen-im-amt;Weiterleitung fehlt (404);410;https://www.finanzleser.de/recht/ehe-familie/berliner-testament;0.208;https://www.finanzleser.de/finanztools/checklisten/berliner-testament;0.208;https://www.finanzleser.de/finanztools/checklisten/investition-in-sachwerte;0.203
1;https://www.finanzleser.de/barmenia-unfallversicherung-kuendigen;Weiterleitung fehlt (404);https://www.finanzleser.de/barmenia-versicherung-kontakt;https://www.finanzleser.de/versicherungen/unfallversicherung/unfallversicherung;0.494;https://www.finanzleser.de/versicherungen/unfallversicherung;0.494;https://www.finanzleser.de/finanztools/checklisten/unfallversicherung;0.494
1;https://www.finanzleser.de/betriebliche-riesterrente;Weiterleitung fehlt (404);https://www.finanzleser.de/versicherungen/altersvorsorge/riester-rente;https://www.finanzleser.de/versicherungen/krankenversicherung/betriebliche-krankenversicherung;0.5;https://www.finanzleser.de/versicherungen/altersvorsorge/betriebliche-altersversorgung;0.5;https://www.finanzleser.de/finanztools/checklisten/betriebliche-krankenversicherung;0.5
1;https://www.finanzleser.de/brutto-netto-gehaltsrechner;leitet auf Uebersichtsseite;https://www.finanzleser.de/finanztools/rechner/brutto-netto;https://www.finanzleser.de/finanztools/rechner/brutto-netto;0.641;https://www.finanzleser.de/finanztools/rechner/haushaltsrechner;0.302;https://www.finanzleser.de/dokumente/berufsstarter-und-rente;0.24
1;https://www.finanzleser.de/dokumente-formulare;Weiterleitung fehlt (404);https://www.finanzleser.de/dokumente;https://www.finanzleser.de/dokumente;0.571;https://www.finanzleser.de/finanztools/checklisten/steuerformulare;0.324;https://www.finanzleser.de/steuern/steuerarten/steuerformulare-2024;0.282
1;https://www.finanzleser.de/gebaeude-energie-gesetz-geg-2024;Weiterleitung fehlt (404);https://www.finanzleser.de/finanzen/energiekosten;https://www.finanzleser.de/dokumente/anlageaveuer-2024;0.328;https://www.finanzleser.de/dokumente/anlageeuer-2024;0.317;https://www.finanzleser.de/dokumente/anlage-sonstiges-2024;0.317
1;https://www.finanzleser.de/gehaltsrechner;leitet auf Uebersichtsseite;https://www.finanzleser.de/finanztools/rechner/brutto-netto;https://www.finanzleser.de/finanztools/rechner/haushaltsrechner;0.4;https://www.finanzleser.de/finanztools/rechner;0.333;https://www.finanzleser.de/finanztools/vergleiche/mietkaution-rechner;0.303
1;https://www.finanzleser.de/gehaltsrechner-2026.html;Weiterleitung fehlt (404);https://www.finanzleser.de/finanztools/rechner/brutto-netto;https://www.finanzleser.de/finanztools/rechner/haushaltsrechner;0.3;https://www.finanzleser.de/finanztools/vergleiche/bussgeldrechner-vergleich;0.245;https://www.finanzleser.de/dokumente/anlageaveuer-2024;0.244
1;https://www.finanzleser.de/generali-versicherung-kontakt/ hannover;Weiterleitung fehlt (404);https://www.finanzleser.de/generali-versicherung-kontakt;https://www.finanzleser.de/finanztools/rechner;0.25;https://www.finanzleser.de/finanztools/rechner/annuitaet;0.222;https://www.finanzleser.de/finanztools/rechner/hinzuverdienst;0.217
1;https://www.finanzleser.de/kfz-versicherung-rechner;leitet auf Uebersichtsseite;https://www.finanzleser.de/finanztools/vergleiche/kfz-versicherung-vergleich;https://www.finanzleser.de/versicherungen/sachversicherungen/kfz-versicherung;0.733;https://www.finanzleser.de/finanztools/checklisten/kfz-versicherung;0.733;https://www.finanzleser.de/finanztools/vergleiche/kfz-versicherung-vergleich;0.67
1;https://www.finanzleser.de/kindesunterhaltrechner;leitet auf Uebersichtsseite;https://www.finanzleser.de/finanztools/rechner/unterhalt;https://www.finanzleser.de/recht/ehe-familie/kindesunterhalt;0.405;https://www.finanzleser.de/finanztools/checklisten/kindesunterhalt;0.405;https://www.finanzleser.de/finanztools/rechner/haushaltsrechner;0.316
1;https://www.finanzleser.de/minijob-rechner;Weiterleitung fehlt (404);https://www.finanzleser.de/finanztools/rechner/minijob;https://www.finanzleser.de/recht/arbeitsrecht/minijob;0.568;https://www.finanzleser.de/finanztools/rechner/minijob;0.568;https://www.finanzleser.de/finanztools/rechner;0.568
1;https://www.finanzleser.de/neue-gesetzes-und-pflichtaenderungen-ab-2026;Weiterleitung fehlt (404);410;https://www.finanzleser.de/dokumente/sozialversicherungswerte-2026;0.303;https://www.finanzleser.de/neue-leben-versicherung-kontakt;0.289;https://www.finanzleser.de/dokumente/duesseldorfer-tabelle-2026;0.286
1;https://www.finanzleser.de/neue-regelungen-ab-juli-2025;Weiterleitung fehlt (404);410;https://www.finanzleser.de/dokumente/kinderauszahlungstermine-2025;0.329;https://www.finanzleser.de/dokumente/elterngeld-ab-09-2021;0.307;https://www.finanzleser.de/neue-leben-versicherung-kontakt;0.266
1;https://www.finanzleser.de/ovag-versicherung;Weiterleitung fehlt (404);https://www.finanzleser.de/anbieter;https://www.finanzleser.de/versicherungen/sachversicherungen/kfz-versicherung;0.561;https://www.finanzleser.de/finanztools/checklisten/kfz-versicherung;0.561;https://www.finanzleser.de/versicherungen/sachversicherungen/wohnmobil-versicherung;0.526
1;https://www.finanzleser.de/page/11;Weiterleitung fehlt (404);410;https://www.finanzleser.de/finanztools/rechner/alg1;0.167;https://www.finanzleser.de/dokumente/avb-ppv-2015;0.071;https://www.finanzleser.de/lv1871-lebensversicherung-kontakt;0.057
1;https://www.finanzleser.de/pendlerpauschale-rechner;Weiterleitung fehlt (404);https://www.finanzleser.de/finanztools/rechner/pendlerpauschale;https://www.finanzleser.de/steuern/steuererklaerung/pendlerpauschale;0.65;https://www.finanzleser.de/finanztools/rechner/pendlerpauschale;0.65;https://www.finanzleser.de/finanztools/checklisten/pendlerpauschale;0.65
